index,paramerter,true,pred,loss,n
0,1,28.240982055664062,26.317840576171875,1.9231414794921875,581
0,2,65.92404174804688,59.55168914794922,6.372352600097656,581
0,3,31.052629470825195,35.002689361572266,3.9500598907470703,581
1,1,4.700756549835205,3.8764963150024414,0.8242602348327637,607
1,2,67.70154571533203,70.49756622314453,2.7960205078125,607
1,3,10.747926712036133,8.410544395446777,2.3373823165893555,607
2,1,87.09579467773438,86.83911895751953,0.25667572021484375,578
2,2,18.910432815551758,17.798019409179688,1.1124134063720703,578
2,3,43.94293975830078,42.25663757324219,1.6863021850585938,578
3,1,49.31306076049805,40.15409469604492,9.158966064453125,1107
3,2,21.0740909576416,19.715774536132812,1.358316421508789,1107
3,3,18.35751724243164,18.52467155456543,0.16715431213378906,1107
4,1,64.2809066772461,68.12165069580078,3.8407440185546875,1134
4,2,88.71349334716797,88.80709838867188,0.09360504150390625,1134
4,3,70.65166473388672,79.73933410644531,9.087669372558594,1134
5,1,28.14104461669922,29.429685592651367,1.2886409759521484,2874
5,2,35.35513687133789,36.545265197753906,1.1901283264160156,2874
5,3,4.49708890914917,4.435799598693848,0.061289310455322266,2874
6,1,35.114768981933594,34.63651657104492,0.4782524108886719,1198
6,2,36.6585578918457,35.574981689453125,1.0835762023925781,1198
6,3,89.7415542602539,89.96524810791016,0.22369384765625,1198
7,1,24.624460220336914,23.792390823364258,0.8320693969726562,1104
7,2,23.807628631591797,24.40733528137207,0.5997066497802734,1104
7,3,72.78499603271484,73.50030517578125,0.7153091430664062,1104
8,1,19.837112426757812,19.84604263305664,0.008930206298828125,1529
8,2,94.20649719238281,88.48433685302734,5.722160339355469,1529
8,3,79.99747467041016,70.4937973022461,9.503677368164062,1529
9,1,12.66082763671875,15.037696838378906,2.3768692016601562,1448
9,2,53.17574691772461,42.11143493652344,11.064311981201172,1448
9,3,58.26239013671875,59.25336456298828,0.9909744262695312,1448
10,1,90.84306335449219,92.77259826660156,1.929534912109375,2147
10,2,26.131471633911133,26.655811309814453,0.5243396759033203,2147
10,3,52.494110107421875,51.96080780029297,0.5333023071289062,2147
11,1,67.52608489990234,64.30262756347656,3.2234573364257812,737
11,2,81.25125122070312,80.24462127685547,1.0066299438476562,737
11,3,2.7801575660705566,3.4204111099243164,0.6402535438537598,737
12,1,39.371543884277344,37.492759704589844,1.8787841796875,997
12,2,70.41525268554688,64.93915557861328,5.476097106933594,997
12,3,26.441720962524414,23.17750358581543,3.2642173767089844,997
13,1,9.820544242858887,8.317906379699707,1.5026378631591797,803
13,2,11.635017395019531,11.08896255493164,0.5460548400878906,803
13,3,41.48775863647461,43.64285659790039,2.1550979614257812,803
14,1,41.367401123046875,41.51185607910156,0.1444549560546875,1357
14,2,24.1229305267334,24.575319290161133,0.4523887634277344,1357
14,3,67.40617370605469,65.16093444824219,2.2452392578125,1357
15,1,71.33772277832031,64.3052749633789,7.032447814941406,1577
15,2,99.1810531616211,92.23482513427734,6.94622802734375,1577
15,3,16.273242950439453,14.706277847290039,1.566965103149414,1577
16,1,27.312103271484375,25.753446578979492,1.5586566925048828,1335
16,2,88.99815368652344,86.29762268066406,2.700531005859375,1335
16,3,39.36707305908203,41.112464904785156,1.745391845703125,1335
17,1,55.41333770751953,55.277854919433594,0.1354827880859375,1993
17,2,93.4264144897461,93.48278045654297,0.056365966796875,1993
17,3,35.816959381103516,36.46054458618164,0.643585205078125,1993
18,1,43.21390151977539,42.91287612915039,0.301025390625,2095
18,2,69.2750244140625,68.27499389648438,1.000030517578125,2095
18,3,78.95220947265625,80.93645477294922,1.9842453002929688,2095
19,1,9.976967811584473,9.837775230407715,0.1391925811767578,1409
19,2,63.66249465942383,68.9421157836914,5.279621124267578,1409
19,3,46.96733093261719,41.02143096923828,5.945899963378906,1409
20,1,40.00345993041992,40.616886138916016,0.6134262084960938,2749
20,2,32.15787887573242,33.0838508605957,0.9259719848632812,2749
20,3,61.746986389160156,64.08460998535156,2.3376235961914062,2749
21,1,60.10590362548828,57.26505661010742,2.8408470153808594,1682
21,2,9.693159103393555,9.690320014953613,0.0028390884399414062,1682
21,3,78.25292205810547,79.37821960449219,1.1252975463867188,1682
22,1,20.91837501525879,17.757877349853516,3.1604976654052734,1668
22,2,14.927363395690918,15.5852632522583,0.6578998565673828,1668
22,3,2.0598220825195312,1.7506953477859497,0.30912673473358154,1668
23,1,79.33379364013672,67.12796020507812,12.205833435058594,819
23,2,59.764076232910156,48.13465118408203,11.629425048828125,819
23,3,43.37213134765625,44.156898498535156,0.7847671508789062,819
24,1,57.56483840942383,56.22852325439453,1.3363151550292969,2344
24,2,82.8009033203125,87.03266906738281,4.2317657470703125,2344
24,3,16.353515625,16.101377487182617,0.2521381378173828,2344
25,1,33.79530715942383,32.757057189941406,1.0382499694824219,1920
25,2,22.442502975463867,21.836889266967773,0.6056137084960938,1920
25,3,27.35127067565918,26.54755401611328,0.8037166595458984,1920
26,1,87.90674591064453,89.3686752319336,1.4619293212890625,1517
26,2,14.826592445373535,15.012320518493652,0.1857280731201172,1517
26,3,31.591148376464844,34.85655212402344,3.2654037475585938,1517
27,1,39.717464447021484,37.55844497680664,2.1590194702148438,647
27,2,48.79570388793945,54.23491287231445,5.439208984375,647
27,3,30.514619827270508,33.19804763793945,2.6834278106689453,647
28,1,23.24970245361328,24.5581111907959,1.3084087371826172,3862
28,2,84.71406555175781,85.15632629394531,0.4422607421875,3862
28,3,44.13726806640625,44.24092483520508,0.10365676879882812,3862
29,1,30.48047637939453,30.391040802001953,0.08943557739257812,2306
29,2,23.577909469604492,25.049962997436523,1.4720535278320312,2306
29,3,91.63851928710938,92.98429870605469,1.3457794189453125,2306
30,1,24.320919036865234,24.936073303222656,0.6151542663574219,3722
30,2,86.2834701538086,94.7545166015625,8.471046447753906,3722
30,3,89.61151885986328,89.82926940917969,0.21775054931640625,3722
31,1,78.89276123046875,91.67138671875,12.77862548828125,3567
31,2,30.81914710998535,30.249414443969727,0.569732666015625,3567
31,3,41.62097930908203,43.19203186035156,1.5710525512695312,3567
32,1,95.46001434326172,83.96146392822266,11.498550415039062,533
32,2,23.09710121154785,23.35415267944336,0.2570514678955078,533
32,3,73.70453643798828,77.57440185546875,3.8698654174804688,533
33,1,8.0856294631958,6.510911464691162,1.5747179985046387,2031
33,2,17.14141082763672,16.868167877197266,0.2732429504394531,2031
33,3,20.311012268066406,20.931921005249023,0.6209087371826172,2031
34,1,67.21067810058594,68.31478881835938,1.1041107177734375,3834
34,2,70.95926666259766,71.0927963256836,0.1335296630859375,3834
34,3,90.43208312988281,89.6937026977539,0.7383804321289062,3834
35,1,70.0949478149414,63.65361022949219,6.441337585449219,3366
35,2,30.360692977905273,30.911773681640625,0.5510807037353516,3366
35,3,54.56037521362305,55.14956283569336,0.5891876220703125,3366
36,1,43.47471618652344,41.47949981689453,1.9952163696289062,1377
36,2,7.864729404449463,8.827075004577637,0.9623456001281738,1377
36,3,46.25218200683594,43.55913162231445,2.6930503845214844,1377
37,1,59.563541412353516,58.928123474121094,0.6354179382324219,1235
37,2,80.54899597167969,78.34066772460938,2.2083282470703125,1235
37,3,17.18219757080078,18.6192569732666,1.4370594024658203,1235
38,1,83.37928009033203,81.67317199707031,1.7061080932617188,1098
38,2,19.960548400878906,20.073904037475586,0.11335563659667969,1098
38,3,68.00218963623047,74.40670776367188,6.404518127441406,1098
39,1,68.07319641113281,67.59910583496094,0.474090576171875,3296
39,2,17.756322860717773,18.148441314697266,0.3921184539794922,3296
39,3,23.24707794189453,22.06574249267578,1.18133544921875,3296
40,1,33.35758972167969,33.452938079833984,0.09534835815429688,3434
40,2,42.31010818481445,45.22894287109375,2.918834686279297,3434
40,3,46.66642379760742,47.45795822143555,0.791534423828125,3434
41,1,37.79957580566406,37.27573776245117,0.5238380432128906,2680
41,2,34.849029541015625,34.97277069091797,0.12374114990234375,2680
41,3,57.233123779296875,57.43446731567383,0.20134353637695312,2680
42,1,55.10796356201172,61.84503173828125,6.737068176269531,4198
42,2,31.334800720214844,31.470949172973633,0.13614845275878906,4198
42,3,26.697223663330078,25.615360260009766,1.0818634033203125,4198
43,1,72.43154907226562,76.06980895996094,3.6382598876953125,905
