data_id,k,state,MLE,true
0,5000,1,0.01981145471917174,0.01804619725320811
0,5000,2,0.010630354638686574,0.010703611246734303
0,5000,3,0.02482582433945826,0.027919736234975776
1,5000,1,0.014695830970898879,0.01487858837199785
1,5000,2,0.01474705135843894,0.01409259181379223
1,5000,3,0.010762028234740968,0.011058022203136376
2,5000,1,0.013877878569101916,0.014084704290097576
2,5000,2,0.012499079151708992,0.012614105001841486
2,5000,3,0.023169707417047228,0.02336779248569285
3,5000,1,0.02921215120907158,0.028478044929339415
3,5000,2,0.02669800947181115,0.02727875979962492
3,5000,3,0.011445331070632392,0.011143109449211822
4,5000,1,0.010325413895447555,0.010393317889271628
4,5000,2,0.02906864904533421,0.029071337894599772
4,5000,3,0.026340690207520844,0.026872342175358704
5,5000,1,0.018070145232636423,0.018144027616264557
5,5000,2,0.021867833552725237,0.02189199689176992
5,5000,3,0.014833160589379623,0.01455024097096419
6,5000,1,0.024630905737934517,0.025399055770889526
6,5000,2,0.015146823804878817,0.014201469176140217
6,5000,3,0.03950085699426728,0.03781901991903092
7,5000,1,0.10868076209961534,0.10182735151136384
7,5000,2,0.09081580776514325,0.08594744952821048
7,5000,3,0.023407996666331025,0.02410349641793956
8,5000,1,0.023107629772319786,0.023140702533451133
8,5000,2,0.015231801733129791,0.014435216460615907
8,5000,3,0.01303882071671705,0.01266588997927878
9,5000,1,0.02418066788858055,0.02417495888488553
9,5000,2,0.05346691617420479,0.05283990758952837
9,5000,3,0.015014386060803122,0.014547289642246452
10,5000,1,0.012857399803408331,0.012548889938283538
10,5000,2,0.010040685285077986,0.010573645275070834
10,5000,3,0.01156549925592038,0.011325802942639223
11,5000,1,0.014490293171524568,0.013748662854796888
11,5000,2,0.037229475954825716,0.035876986703015666
11,5000,3,0.02191318379084257,0.021626984845545236
12,5000,1,0.014986238364825146,0.015556718684004996
12,5000,2,0.010786134953976161,0.01127224210367916
12,5000,3,0.013496664765280336,0.014153947766169548
13,5000,1,0.0997034331750461,0.10023085698164383
13,5000,2,0.015400416071726934,0.015707835282931026
13,5000,3,0.020555203674306646,0.021291395984172363
14,5000,1,0.015977856910040136,0.014690070241434924
14,5000,2,0.055430766770561385,0.05631796694064579
14,5000,3,0.04345205905037487,0.043016158349573966
15,5000,1,0.01321758267606389,0.012675434297818805
15,5000,2,0.03145349620567236,0.03244736092494159
15,5000,3,0.024277477363308795,0.02402634556605343
16,5000,1,0.011207120480887149,0.011007995704680525
16,5000,2,0.037478219954198734,0.038268033544378306
16,5000,3,0.019337927284398277,0.01904975614506762
17,5000,1,0.015116976178101635,0.01426636313961643
17,5000,2,0.0340476935996656,0.03293732509022802
17,5000,3,0.018065198692226905,0.018328320969252875
18,5000,1,0.024176097939921502,0.025731121623097476
18,5000,2,0.01786932759055326,0.017849860990024252
18,5000,3,0.014387162485458068,0.014581036809221331
19,5000,1,0.03698726956192674,0.03661380379955116
19,5000,2,0.012481477856597185,0.011236188275025346
19,5000,3,0.025914398704405848,0.02540193865954995
20,5000,1,0.05083044014087882,0.05041056578798835
20,5000,2,0.01096423996148413,0.010614979533374556
20,5000,3,0.012838344948891139,0.01250039408753563
21,5000,1,0.015896030583305194,0.016637301986330694
21,5000,2,0.09997275031447346,0.10316553896178081
21,5000,3,0.012613069323205418,0.012779075755011828
22,5000,1,0.012147851722680597,0.010755061742725395
22,5000,2,0.010213916474753223,0.01059543717854048
22,5000,3,0.027082719275165708,0.027713742237259125
23,5000,1,0.04091877309992571,0.04061002692345762
23,5000,2,0.04224324983415449,0.04200334348983696
23,5000,3,0.013689806262048462,0.013739095936672082
