data_id,k,state,MLE,true
24,5000,2,0.01096423996148413,0.010614979533374556
24,5000,3,0.012838344948891139,0.01250039408753563
25,5000,1,0.015896030583305194,0.016637301986330694
25,5000,2,0.09997275031447346,0.10316553896178081
25,5000,3,0.012613069323205418,0.012779075755011828
26,5000,1,0.012147851722680597,0.010755061742725395
26,5000,2,0.010213916474753223,0.01059543717854048
26,5000,3,0.027082719275165708,0.027713742237259125
27,5000,1,0.04091877309992571,0.04061002692345762
27,5000,2,0.04224324983415449,0.04200334348983696
27,5000,3,0.013689806262048462,0.013739095936672082
28,5000,1,0.01772868252393887,0.018601320657121348
28,5000,2,0.12243434853681529,0.12824864040622175
28,5000,3,0.011166326029989362,0.011332030485299701
29,5000,1,0.07669816564799266,0.07785311547846684
29,5000,2,0.011191770818203975,0.01098931000978724
29,5000,3,0.018893978324644692,0.018835621288111032
30,5000,1,0.013075154341185995,0.012990683675408567
30,5000,2,0.01617903973333216,0.017656069810472408
30,5000,3,0.06781993188485232,0.06597146707024656
31,5000,1,0.013775557134310445,0.014017828493830865
31,5000,2,0.011336456122333612,0.010082571086938774
31,5000,3,0.0616894103469101,0.06145056208026617
32,5000,1,0.03137864935500161,0.032807887770869223
32,5000,2,0.04246223942815723,0.042412582587582695
32,5000,3,0.010544601445302759,0.010912441995036838
33,5000,1,0.02715265872738492,0.027302857067581003
33,5000,2,0.028079990135778256,0.02814787347438336
33,5000,3,0.01736456344018262,0.017056125221141846
34,5000,1,0.024450597509571747,0.024997837913796766
34,5000,2,0.0326801463547674,0.031096579864243155
34,5000,3,0.01582085034100862,0.01619512301219545
35,5000,1,0.011859496277495439,0.011481610800471713
35,5000,2,0.06151880995075667,0.05288086042264887
35,5000,3,0.022214134978051626,0.022756785306554936
36,5000,1,0.023087405408279082,0.02461659933470161
36,5000,2,0.023511250775023928,0.023397940545993846
36,5000,3,0.013954763314938388,0.013077739048119305
37,5000,1,0.06396600732479685,0.06309975918570629
37,5000,2,0.012759483966656862,0.01289464621062201
37,5000,3,0.012049757023783287,0.01276164552206273
38,5000,1,0.029063833389229334,0.02997818587678471
38,5000,2,0.023007538362735443,0.02363501321278249
38,5000,3,0.020939759115814038,0.02142868288621364
39,5000,1,0.04098212785245694,0.041116868470728804
39,5000,2,0.011364373620763252,0.01158970492379795
39,5000,3,0.010963800421469432,0.011159279351511316
40,5000,1,0.02433832253211308,0.02417362451215318
40,5000,2,0.04162989993075102,0.04145433410715294
40,5000,3,0.014950797684571705,0.014835435507721905
41,5000,1,0.012740856324777351,0.01325106569077367
41,5000,2,0.01931817741459957,0.019460145559087
41,5000,3,0.014931735720672384,0.014557322146882073
42,5000,1,7.814536655738552e+73,0.014809091795697253
42,5000,2,0.0,0.01230750273669936
42,5000,3,inf,0.35969185660615144
43,5000,1,0.019202745796357588,0.019378493948747386
43,5000,2,0.09132341988673964,0.09341256433096855
43,5000,3,0.010810726871838303,0.01099534323186373
44,5000,1,0.03132779893670348,0.031282069216283535
44,5000,2,0.03523441502127925,0.03485301630040974
44,5000,3,0.027399734340888434,0.027048965737185723
45,5000,1,0.038235421205724235,0.037524104700313365
45,5000,2,0.014955663034732895,0.014506738967347298
45,5000,3,0.011389052836932635,0.01207626007538222
46,5000,1,0.010176661844648747,0.0111578394230479
46,5000,2,0.024494021746906746,0.020900220178378344
46,5000,3,0.015861209493514702,0.015572777049433675
47,5000,1,0.017158901199285738,0.017371715167581833
47,5000,2,0.012475615296741587,0.012077163013585157
47,5000,3,0.06426199451519451,0.06114893281808546
48,5000,1,0.017495638746714736,0.013890195354807993
48,5000,2,0.09508955663971841,0.09693279221609577
48,5000,3,0.013974661704217108,0.013546828781003563
49,5000,1,0.03644148661776555,0.035535284222030866
49,5000,2,0.02892525759601561,0.02828443258730005
49,5000,3,0.1996190058341675,0.22236608634763186
50,5000,1,0.010671657429012693,0.010475589767313215
50,5000,2,0.041637219329675734,0.04329547666409272
50,5000,3,0.013071727810603732,0.013567685700778516
51,5000,1,0.013877056156634347,0.014129728774121587
51,5000,2,0.027357837854021218,0.027670369885111786
51,5000,3,0.01041497014047885,0.010747088173191043
52,5000,1,0.025365459327564874,0.023001876315413897
52,5000,2,0.12185849742501215,0.127149952642108
52,5000,3,0.022429536149225424,0.02162060178087999
53,5000,1,0.02743365521017429,0.02645532247708569
53,5000,2,0.02982836089854893,0.028695202483933525
53,5000,3,0.017467463146763205,0.01747240007414115
54,5000,1,0.017239626988428715,0.01814619794722523
54,5000,2,0.031804632043819066,0.03191339950382998
54,5000,3,0.03905822698497228,0.03745707903599115
55,5000,1,0.012746757061909643,0.01260496882686867
55,5000,2,0.01601670023832837,0.01673245905074465
55,5000,3,0.02431953586303298,0.023056280332250455
56,5000,1,0.01783428088758089,0.017597037994068827
56,5000,2,0.04693944028459116,0.04530479965413149
56,5000,3,0.019931507154317647,0.020352254995765578
57,5000,1,0.010229393476877324,0.010158750564516695
57,5000,2,0.05223842002876525,0.05254225243117795
57,5000,3,0.011122621550743499,0.011856599053891343
58,5000,1,0.021157115976206564,0.02103263761231926
58,5000,2,0.013291310429433907,0.012819615874469913
58,5000,3,0.01978215244634825,0.020380586693555115
59,5000,1,0.04282857352209252,0.043011305480421536
59,5000,2,0.011505571669480946,0.011804415064649404
59,5000,3,0.02403266034267336,0.02265658958270076
60,5000,1,0.025635027994560616,0.025177791147758036
60,5000,2,0.026623732326721803,0.026426891112872553
60,5000,3,0.022446578373993036,0.023293600044099406
61,5000,1,0.011242517760167776,0.011455900955536327
61,5000,2,0.11155311903565833,0.1013961418606398
61,5000,3,0.028109205157611724,0.02842377375367478
62,5000,1,0.34353125494261577,0.3612760725180479
62,5000,2,0.1705282130990314,0.16809168118493842
62,5000,3,0.29753834191896705,0.30519561835474
63,5000,1,0.03750029007190569,0.03695369094946096
63,5000,2,0.05253838150545865,0.05201460094555156
63,5000,3,0.01407752146513363,0.014473974032101534
64,5000,1,0.01267303369708409,0.012426447072093661
64,5000,2,0.016594577681250063,0.01688554522982376
64,5000,3,0.09307716123805673,0.08606489373575703
65,5000,1,0.009747872215131698,0.01009859311697598
65,5000,2,0.038679269397124925,0.03867764166617771
65,5000,3,0.1598875017000187,0.16411585898068987
66,5000,1,0.013106583858104285,0.011731956944478305
66,5000,2,0.014960529779430107,0.015088851883746496
66,5000,3,0.04156886059419157,0.04188695194237013
67,5000,1,0.014717332638195087,0.013806138073208074
67,5000,2,0.026735974014777567,0.025936587888360823
67,5000,3,0.017993375210388244,0.018117061098987173
68,5000,1,0.01006572286270456,0.010251982637057908
68,5000,2,0.014245362661618575,0.014126328358447461
68,5000,3,0.012483562296399095,0.012075129235876291
69,5000,1,0.03759523473739854,0.038947927416525786
69,5000,2,0.02237917805319477,0.022665242358102796
69,5000,3,0.010479061703709342,0.01070143985860697
70,5000,1,0.013912387818118257,0.012978957209242827
70,5000,2,0.015546198713790843,0.015937295991117477
70,5000,3,0.013518413872880166,0.013157733998794361
71,5000,1,0.03509239423926018,0.0358500168677859
71,5000,2,0.15080416264726407,0.15942371901825228
71,5000,3,0.03439250977800896,0.03221422571862299
72,5000,1,0.04080391532608725,0.04121447252658505
72,5000,2,0.049727256837670125,0.04935778590006445
72,5000,3,0.016922985441356193,0.016139596896784115
73,5000,1,0.009670861635262037,0.010214986832550418
73,5000,2,0.010877362227452838,0.010237214555190007
73,5000,3,0.019663380560351412,0.020057844806722566
74,5000,1,inf,0.21273171840025007
74,5000,2,inf,0.014770711246182632
74,5000,3,0.0,0.09304120221768666
75,5000,1,0.015374647146371996,0.015598486984463911
75,5000,2,0.09916346243772599,0.10491235902668644
75,5000,3,0.013876898988365687,0.013471087770617842
76,5000,1,0.02877272799726678,0.02958990807770051
76,5000,2,0.04584257305084841,0.04455830807881391
76,5000,3,0.03588931977823479,0.03656137477269898
77,5000,1,0.019653850629051946,0.028023596497882587
77,5000,2,0.03308138818016136,0.03293368175661145
77,5000,3,0.0160046870303029,0.0154196471071604
78,5000,1,0.07606536018081062,0.07898377968863358
78,5000,2,0.019597434701765903,0.018805565464580988
78,5000,3,0.017264223847468754,0.017163730500776842
79,5000,1,0.011089594869598969,0.010899487660251575
79,5000,2,0.013618009728152808,0.013738464629323013
79,5000,3,0.043500895882883965,0.04460683728751642
80,5000,1,inf,0.010930407522133787
80,5000,2,0.0,0.053583087391106635
80,5000,3,inf,0.011610777944257276
81,5000,1,0.014386447049263918,0.0156048251950073
81,5000,2,0.019326545164463714,0.018653531134794326
81,5000,3,0.012190873521578344,0.01245079729486356
82,5000,1,0.019065738855381154,0.02027860190799567
82,5000,2,0.046791371615719106,0.04745163097715483
82,5000,3,0.055086933997047206,0.05447359793096275
83,5000,1,0.016602031278178754,0.016788794326254318
83,5000,2,0.012865144741564477,0.012414803417517535
83,5000,3,0.058022871091483345,0.0581997715099177
84,5000,1,0.01183008376391419,0.01137569094878184
84,5000,2,0.07078406622488337,0.06744638212009776
84,5000,3,0.030897447755407963,0.031654437807015226
85,5000,1,0.01402168067135771,0.014517164422364023
85,5000,2,0.03415608731135079,0.032678437683911724
85,5000,3,0.0172794715097897,0.017737359488444182
86,5000,1,0.013782763706706752,0.012738919324059534
86,5000,2,0.024609449717730464,0.02493604476398227
86,5000,3,0.0124101119236866,0.012307188323978039
87,5000,1,0.02181310934578946,0.021975952138119367
87,5000,2,0.03912451945095849,0.038279192778447886
87,5000,3,0.019699139017127557,0.02046156198917681
88,5000,1,0.012057981838425881,0.012374073626528169
88,5000,2,0.020827348174524044,0.020444366226144654
88,5000,3,0.01345971464510723,0.013758733921801809
89,5000,1,0.015558940063933263,0.015933896179186415
89,5000,2,0.052219315421103245,0.05456947651913618
89,5000,3,0.41237011058312784,0.44078159365818564
90,5000,1,0.02334256825232398,0.020509467288669793
90,5000,2,0.018822861768613103,0.018972956257009427
90,5000,3,0.020707476171176523,0.020871964977609705
91,5000,1,0.023466747753951633,0.0234034457306561
91,5000,2,0.06270480190439831,0.06102122465010642
91,5000,3,0.037837734096200705,0.03719489069511845
92,5000,1,0.13810003214670993,0.12367621406570858
92,5000,2,0.05733413982404412,0.05833825577552684
92,5000,3,0.047990337784607866,0.04923437703301955
93,5000,1,0.017352357291161632,0.016537850266420885
93,5000,2,0.026519224370154457,0.023041366974372934
93,5000,3,0.06386353166958356,0.06287681468165385
94,5000,1,0.015378528632646285,0.016398541361476796
94,5000,2,0.012382708310772667,0.012924787480054467
94,5000,3,0.02068072190612579,0.02100537678476161
95,5000,1,0.011744962100205418,0.011993387132910418
95,5000,2,0.04724068990606391,0.05009882470401752
95,5000,3,0.014335236776850674,0.014705408055631626
96,5000,1,0.02215028326945439,0.020039039123540395
96,5000,2,0.10107273990774027,0.10321457333628434
96,5000,3,0.010770154575321737,0.010100624446897572
97,5000,1,0.017579812200498646,0.017555190767922176
97,5000,2,0.018203183622725886,0.016847341428862694
97,5000,3,0.014876329727906751,0.015721081714909633
98,5000,1,0.060554328573497775,0.06100837577341704
98,5000,2,0.01697223531920418,0.01697381119510919
98,5000,3,0.12870608761563962,0.1375334253174178
99,5000,1,0.02860014155405036,0.027314385164986486
99,5000,2,0.016629861523280966,0.017203517282863637
99,5000,3,0.027703683587117514,0.02473594601631842
100,5000,1,0.012040579077716298,0.01254961510841886
100,5000,2,0.03111106485170541,0.030669715554987105
100,5000,3,0.4416498922816822,0.4305611483123817
101,5000,1,inf,0.5182184516492846
101,5000,2,1.250018181900595e-194,0.01518460556121353
101,5000,3,1.150369554129691e-233,0.011113154806106598
102,5000,1,0.015302524432842973,0.015425852908553224
102,5000,2,0.0272048083300343,0.02794897602856572
102,5000,3,0.07074688326700644,0.0653107963039714
103,5000,1,0.02088458965598865,0.02036402826690417
103,5000,2,0.02118784807875278,0.022142531871988322
103,5000,3,0.011731003838866954,0.011769021753325701
104,5000,1,0.012601340800754965,0.012470477435598539
104,5000,2,0.021849636686826147,0.021276081524007586
104,5000,3,0.026679414855007078,0.026427057204198048
105,5000,1,0.01386549879329527,0.014408428342921718
105,5000,2,0.010827272278541335,0.010810957744426222
105,5000,3,0.02437843872544261,0.02479927024910589
106,5000,1,0.017860591022435226,0.017928457199224576
106,5000,2,0.025514505792608434,0.02566823262399152
106,5000,3,0.015421714365444391,0.014476471920926406
107,5000,1,0.019179557960198833,0.019709387896943743
107,5000,2,0.0650403131436963,0.0649535160606382
107,5000,3,0.01343741692935458,0.013021891871474275
108,5000,1,0.022217487167534713,0.019519793623815482
108,5000,2,0.014820105860359298,0.014960838224332315
108,5000,3,0.020784492682790798,0.021334576224043684
109,5000,1,0.024950433439222423,0.022505929072148503
109,5000,2,0.02895818681033035,0.027579743235227695
109,5000,3,0.08901069260445323,0.08748091273009313
110,5000,1,0.01513866965494875,0.015589410834591854
110,5000,2,0.07477321518634265,0.06998859580351466
110,5000,3,0.030803345311075613,0.03063059343681545
111,5000,1,0.027548528508862254,0.027029300211878042
111,5000,2,0.02456798775120974,0.024038399206654938
111,5000,3,0.02145736353020103,0.021528270345256013
112,5000,1,0.01149063745892731,0.011187023116494084
112,5000,2,0.04190544394407772,0.041839212081342406
112,5000,3,0.028188830741044345,0.028422415543088806
113,5000,1,0.09480460549413897,0.0901517585545916
113,5000,2,0.01352638849188713,0.01383716431239102
113,5000,3,0.024313231656766562,0.024434461695517457
114,5000,1,1.0222599576567964e-20,0.016411205893227372
114,5000,2,0.018518804697676805,0.018643931694619628
114,5000,3,0.031227761906908253,0.0311599963850227
115,5000,1,0.018520274069358366,0.017523655478801376
115,5000,2,0.010206938762680447,0.010091488110410995
115,5000,3,0.013544480338003085,0.012767060288469185
116,5000,1,0.011625109263098588,0.01142000034507486
116,5000,2,0.013665834851972987,0.01354715109334634
116,5000,3,0.013070724655855218,0.013636178511708535
117,5000,1,0.010876997834893746,0.011744461763064646
117,5000,2,0.07791332736746853,0.07712240800069226
117,5000,3,0.022559660085508117,0.022134619255470236
118,5000,1,0.050609405856392474,0.04769867845915548
118,5000,2,0.011685854482309029,0.011882258383851882
118,5000,3,0.011110409145201689,0.011366208570587616
119,5000,1,0.030301061416895776,0.029533787625193327
119,5000,2,0.010610251946948007,0.01103841179172092
119,5000,3,0.014038067813898403,0.014513624060845274
120,5000,1,0.01649096603198042,0.015440573601211606
120,5000,2,0.08052464184150117,0.08152328321274953
120,5000,3,0.017541711281744123,0.017483392941864812
121,5000,1,0.018355481652542763,0.017779364597835055
121,5000,2,0.018243007843861358,0.019272469250049423
121,5000,3,0.0549388744162673,0.05302166242119192
122,5000,1,0.015038706520272916,0.01505275026063571
122,5000,2,0.017744048319901493,0.017589913183232615
122,5000,3,0.011065306170961776,0.010606883599930048
123,5000,1,0.06026685846966025,0.05954728889723099
123,5000,2,0.10355273670927363,0.10183260121798551
123,5000,3,0.015771759947001297,0.01544774180650514
124,5000,1,0.009525436277679593,0.010203130924254981
124,5000,2,0.011295869184074799,0.012274420189306974
124,5000,3,0.01110254467504516,0.011126135976688973
125,5000,1,0.03941005717158357,0.04171730763310709
125,5000,2,0.0894065445329698,0.09221808501369559
125,5000,3,0.5277871921089375,0.49659654635517014
126,5000,1,0.08400926716006457,0.08267917633107189
126,5000,2,0.014872303639562611,0.014637359830393205
126,5000,3,0.010862622393794994,0.010610519675717066
127,5000,1,0.01828370805796454,0.01746207616149715
127,5000,2,0.011834103388880699,0.01198690761487996
127,5000,3,0.038237221015137234,0.037046473007497555
128,5000,1,0.03321942848742316,0.03601363476798546
128,5000,2,0.010734840163691637,0.010898578006738505
128,5000,3,0.01301083369976781,0.012979994043998796
129,5000,1,0.01738630185789241,0.017114208963196313
129,5000,2,0.01838285521106786,0.018715179924493102
129,5000,3,0.036574768833825586,0.03676731771526013
130,5000,1,0.013456988135253563,0.013186733287281505
130,5000,2,0.0233600212812132,0.022842586784198118
130,5000,3,0.041650858472419394,0.044537504469635274
131,5000,1,0.011862989423225554,0.010061639691052013
131,5000,2,0.07402229813336172,0.07993285403246735
131,5000,3,0.011570253812215818,0.011933010762517793
132,5000,1,0.016763556876357635,0.018271528726408557
132,5000,2,0.02378859642220137,0.02484026326695441
132,5000,3,0.011091212779875967,0.011375862962410404
133,5000,1,0.013898108587472105,0.014367486010164845
133,5000,2,0.03902903120555093,0.03955683317393922
133,5000,3,0.009986079314953598,0.010621276391874839
134,5000,1,0.03690519195159113,0.03781152575145748
134,5000,2,0.016399304622756593,0.017069125383899927
134,5000,3,0.020616114741199867,0.02098379368615661
135,5000,1,0.02091186077097217,0.021579917541311156
135,5000,2,0.01934949566398412,0.020175090017143408
135,5000,3,0.011224781022601788,0.010449282848291159
136,5000,1,0.0,0.020872829766389406
136,5000,2,inf,0.10545220777960511
136,5000,3,0.0,0.010591878626907641
137,5000,1,0.015629242157548642,0.015795909476626478
137,5000,2,0.1558353571771508,0.14399127099618034
137,5000,3,0.0941451816987082,0.0968218049425443
138,5000,1,inf,0.019243564060613436
138,5000,2,2.5893731056185e-226,0.010576532835178228
138,5000,3,1.8060797980383584e-210,0.01215684690378049
139,5000,1,0.028776951825008563,0.0281751600708338
139,5000,2,0.01327459802088069,0.012989482127300618
139,5000,3,0.012403690840941336,0.011450294663064235
140,5000,1,0.11699833134696092,0.19519389653791916
140,5000,2,0.03131391819083193,0.03010852966416586
140,5000,3,0.031959220482158615,0.03235524242637078
141,5000,1,0.016467949162103084,0.016880187873422846
141,5000,2,0.1236030081863367,0.1264076019683596
141,5000,3,0.017058216299299746,0.016905718232596692
142,5000,1,0.01253952502586453,0.013298036835227537
142,5000,2,0.011269198362166237,0.01144975027256821
142,5000,3,0.015323457388111871,0.014980581435940532
143,5000,1,0.010181769578804177,0.01060339790142759
143,5000,2,0.03245493133875561,0.032001249301383226
143,5000,3,0.0337294772961813,0.033889088832416155
144,5000,1,0.034179859366313924,0.03152568184623248
144,5000,2,0.23381642376876094,0.24673324826078977
144,5000,3,0.04012213474875536,0.04182481317450327
145,5000,1,0.013980199428804217,0.013814529843959152
145,5000,2,0.015142338681412262,0.01515009666451843
145,5000,3,0.021798963230598066,0.0210977069947953
146,5000,1,inf,0.0189780784434715
146,5000,2,inf,0.01926880287150047
146,5000,3,0.0,0.017915829100805865
147,5000,1,0.016309383738420787,0.015755910731817556
147,5000,2,0.01731607792248242,0.018055233184397734
147,5000,3,0.021029913577799583,0.0217670272858127
148,5000,1,0.10075996853207153,0.1007531617770547
148,5000,2,0.02938873807756319,0.029883852447307336
148,5000,3,0.01841330686857235,0.018177282515360816
149,5000,1,0.023232769878185584,0.023369333791630198
149,5000,2,0.02735706162001333,0.0281332149114686
149,5000,3,0.023670899160694463,0.02283406858788681
150,5000,1,0.016220164112624048,0.01616559090820569
150,5000,2,0.03172769644069111,0.03288356630520178
150,5000,3,0.011098608390538613,0.01083204400857797
151,5000,1,0.015503242264420196,0.014476567821518986
151,5000,2,0.012896666507958364,0.012780064391971513
151,5000,3,0.02219155230928289,0.022543522156145215
152,5000,1,0.030909984730062852,0.031406579303934076
152,5000,2,0.012500697829057071,0.012086103443834107
152,5000,3,0.023510018603475374,0.02373711881447346
153,5000,1,0.121812448297703,0.12521897102092353
153,5000,2,0.059260617354050575,0.05983376422520138
153,5000,3,0.013271936866108992,0.013553902495201007
154,5000,1,0.014483230118203383,0.01446921832894041
154,5000,2,0.052428691506371174,0.05421467720573578
154,5000,3,0.025572656087567418,0.02602590639562885
155,5000,1,0.051513200144135275,0.04695236391925351
155,5000,2,0.04093524438800736,0.0469897825212124
155,5000,3,0.016912757699649332,0.017355760776488115
156,5000,1,0.05579167488662158,0.05418289945171493
156,5000,2,0.013201905225853612,0.013661686894419574
156,5000,3,0.03653213664225631,0.0383899734573949
157,5000,1,0.1036652801573169,0.10494204318669932
157,5000,2,0.01292125386603398,0.013151574260052463
157,5000,3,0.1379765056503483,0.14052016277285478
158,5000,1,0.0141325038785978,0.013509152282011215
158,5000,2,0.012975712087457033,0.013254750044318643
158,5000,3,0.5842489718159826,0.5641570577202358
159,5000,1,0.02381306345770872,0.02190463839753695
159,5000,2,0.014531976557863218,0.014982382493375777
159,5000,3,0.04101603803028634,0.040200593641368514
160,5000,1,inf,0.010132391910482484
160,5000,2,0.0,0.015071552731184802
160,5000,3,inf,0.5461618402046349
161,5000,1,0.011977079034439298,0.011904244325859506
161,5000,2,0.033541864597473624,0.03401492538946068
161,5000,3,0.6709728527904874,0.6235883629390429
162,5000,1,0.04922214639356349,0.05244664886067289
162,5000,2,0.01687948489589206,0.017088765652019142
162,5000,3,0.03376291427893533,0.03331934597819247
163,5000,1,0.009918636188694764,0.01004652543953653
163,5000,2,0.03668952716078258,0.0374249924729641
163,5000,3,0.01726985469096241,0.01800313032004863
164,5000,1,0.0460762651264282,0.04780486162699612
164,5000,2,0.07036861692859302,0.06699107046240395
164,5000,3,0.4618483090725111,0.48547884367503935
165,5000,1,0.022677821507355384,0.022190357540657533
165,5000,2,0.0664207348365525,0.06487203466989726
165,5000,3,0.04142029027150196,0.04123689481790653
166,5000,1,0.04906938898050307,0.04630861938210618
166,5000,2,0.04537436334531236,0.043712544202639966
166,5000,3,0.011298999427365381,0.010482031469135952
167,5000,1,0.16413883626159795,0.16321693143124472
167,5000,2,0.01057393997074379,0.011290428554564308
167,5000,3,0.0689589275755737,0.06809180450790828
168,5000,1,0.026871711554207513,0.02650492865800633
168,5000,2,0.013606784368741387,0.013895030515868555
168,5000,3,0.013799457572918842,0.013751049884034925
169,5000,1,0.1203059778117339,0.11241693746067712
169,5000,2,0.08469140158488021,0.08818753110412438
169,5000,3,0.0569168936977772,0.05459264718577771
170,5000,1,0.04167022256059441,0.04103156847728322
170,5000,2,0.02150504039543892,0.021801672234416352
170,5000,3,0.020023329909032783,0.020055447381440744
171,5000,1,0.015764863909860205,0.015391274661412144
171,5000,2,0.0619647805241175,0.0620109160230509
171,5000,3,0.04027401474801945,0.03973765287498128
172,5000,1,0.03607941435392595,0.03781190379220345
172,5000,2,0.10104265301818832,0.0983647796328091
172,5000,3,0.009983350145335633,0.010153800917312137
173,5000,1,0.013036636065746244,0.013197290972361497
173,5000,2,0.017409954441474265,0.017863321347174874
173,5000,3,0.025756199984488096,0.026190759237328602
174,5000,1,0.023628555662301775,0.022669393471931934
174,5000,2,0.02904470667233209,0.029228464734443405
174,5000,3,0.0382245104204877,0.03784126644012787
175,5000,1,0.009669207676078637,0.010162541471753661
175,5000,2,0.02674502287417753,0.02613964801491278
175,5000,3,0.03283668097142967,0.03249052823611345
176,5000,1,0.010580957985287983,0.011078702679462074
176,5000,2,0.015276401801288652,0.015632691246188
176,5000,3,0.019555129252885838,0.0194906261058409
177,5000,1,0.013432771308283617,0.013594881325331609
177,5000,2,0.013940321317151408,0.014151365295630195
177,5000,3,0.016995384457486842,0.016443377367470313
178,5000,1,0.01739540981113545,0.018477100788966416
178,5000,2,0.04883209935281312,0.04748082618479719
178,5000,3,0.011166351144096167,0.010915454097564238
179,5000,1,0.012242351930016385,0.012264290456013132
179,5000,2,0.011655970784086497,0.011935225819240607
179,5000,3,0.014255381860245088,0.0148690091054036
180,5000,1,0.012261450944468653,0.013662308767889503
180,5000,2,0.025693207256687896,0.026462331072759426
180,5000,3,0.08695370660261169,0.08954297038235341
181,5000,1,0.02084616420692887,0.021054895471327096
181,5000,2,0.04367584009693953,0.04486887189610323
181,5000,3,0.014157227579619241,0.014091751016528386
182,5000,1,inf,0.02517784221628711
182,5000,2,1.1177175768171587e-136,0.02049360749987961
182,5000,3,1.3602731677745648e+37,0.03277117843808683
183,5000,1,0.026056366169910337,0.026049295901814276
183,5000,2,0.02313669847573896,0.02256706715852576
183,5000,3,0.01324283617592985,0.012840304770605897
184,5000,1,0.048320336967477825,0.04796416829234673
184,5000,2,0.15730583126797526,0.1464269161089555
184,5000,3,0.024027481697583362,0.0236031261341742
185,5000,1,0.04802784327659412,0.0465237428521126
185,5000,2,0.012061206043762429,0.012022283813702302
185,5000,3,0.029575611045269134,0.02846581038665408
186,5000,1,0.14701103204996818,0.14676614951967762
186,5000,2,0.05923984962958133,0.05888196524805836
186,5000,3,0.010406142390499687,0.010926307403653
187,5000,1,0.010009927312105295,0.014768913235818495
187,5000,2,0.01913100147585464,0.019087662011367818
187,5000,3,0.013566276516961137,0.012931354201323846
