dataset,file,num_rows_used,mle_time_sec,surrogate_time_sec
n600,817_600_4.csv,600,7.384166240692139,0.015024185180664
n600,129_600_4.csv,600,3.4538912773132324,0.0113732814788818
n600,1196_600_4.csv,600,10.94926404953003,0.0259490013122558
n600,1079_600_4.csv,600,5.967489957809448,0.0078611373901367
n600,521_600_4.csv,600,5.740167140960693,0.0046219825744628
n600,1095_600_4.csv,600,8.911734819412231,0.0048756599426269
n600,991_600_4.csv,600,11.000136852264404,0.0096938610076904
n600,363_600_4.csv,600,8.816213846206665,0.004349946975708
n600,1161_600_4.csv,600,8.725420951843262,0.0301778316497802
n600,122_600_4.csv,600,5.202569961547852,0.0055758953094482
n600,41_600_4.csv,600,2.3180956840515137,0.0162348747253417
n600,68_600_4.csv,600,4.198837995529175,0.0096299648284912
n600,1184_600_4.csv,600,13.284500122070312,0.0128521919250488
n600,0_600_4.csv,600,9.92493224143982,0.0043139457702636
n600,240_600_4.csv,600,6.007142066955566,0.0071527957916259
n600,824_600_4.csv,600,7.490482807159424,0.0058722496032714
n600,997_600_4.csv,600,6.025595188140869,0.0046520233154296
n600,591_600_4.csv,600,5.337975025177002,0.0051119327545166
n600,359_600_4.csv,600,8.418524026870728,0.0045969486236572
n800,515_800_4.csv,800,10.355690002441406,0.0595130920410156
n800,805_800_4.csv,800,9.657027959823608,0.0050439834594726
n800,1226_800_4.csv,800,6.49289083480835,0.0061991214752197
n800,616_800_4.csv,800,10.82560896873474,0.0058088302612304
n800,541_800_4.csv,800,4.979767084121704,0.0109961032867431
n800,206_800_4.csv,800,9.835530996322632,0.0420763492584228
n800,113_800_4.csv,800,10.842645168304443,0.0184190273284912
n800,1017_800_4.csv,800,7.855541944503784,0.0137832164764404
n800,139_800_4.csv,800,13.671144008636476,0.0063209533691406
n800,1143_800_4.csv,800,7.57136607170105,0.0066249370574951
n800,786_800_4.csv,800,11.765156745910645,0.0149860382080078
n800,811_800_4.csv,800,12.014474868774414,0.0061187744140625
n800,1000_800_4.csv,800,10.363894939422607,0.0442030429840087
n800,225_800_4.csv,800,5.707348823547363,0.0065808296203613
n800,1032_800_4.csv,800,6.184854030609131,0.0064949989318847
n800,1165_800_4.csv,800,3.092519998550415,0.0156481266021728
n800,185_800_4.csv,800,6.562568187713623,0.0238568782806396
n800,1232_800_4.csv,800,8.015805959701538,0.0062870979309082
n800,841_800_4.csv,800,10.464822053909302,0.0073878765106201
n800,879_800_4.csv,800,14.693627119064333,0.0087811946868896
n800,800_800_4.csv,800,4.977622985839844,0.0059430599212646
n800,420_800_4.csv,800,9.54471206665039,0.0148820877075195
n800,645_800_4.csv,800,3.5337648391723633,0.0117030143737792
n800,418_800_4.csv,800,13.20030117034912,0.0195212364196777
n800,984_800_4.csv,800,8.203947067260742,0.0057559013366699
n800,1101_800_4.csv,800,15.44586706161499,0.0055587291717529
n800,46_800_4.csv,800,10.284288883209229,0.0057790279388427
n800,506_800_4.csv,800,12.694500923156738,0.0094990730285644
n800,636_800_4.csv,800,13.63707709312439,0.0238442420959472
n800,933_800_4.csv,800,6.247578144073486,0.0239801406860351
n800,340_800_4.csv,800,10.479243993759155,0.0710511207580566
n800,377_800_4.csv,800,16.94560718536377,0.0299210548400878
n800,877_800_4.csv,800,4.468600749969482,0.0066652297973632
n800,628_800_4.csv,800,8.413047790527344,0.0059180259704589
n800,976_800_4.csv,800,4.501672744750977,0.0181539058685302
n800,641_800_4.csv,800,18.058697938919067,0.0152132511138916
n800,1073_800_4.csv,800,4.908453702926636,0.0109500885009765
n800,123_800_4.csv,800,5.584427118301392,0.0056812763214111
n800,438_800_4.csv,800,12.10151195526123,0.0177109241485595
n800,1244_800_4.csv,800,3.1615052223205566,0.0132777690887451
n800,89_800_4.csv,800,4.780470132827759,0.0901398658752441
n800,119_800_4.csv,800,4.6062421798706055,0.0060076713562011
n800,410_800_4.csv,800,5.255825042724609,0.0112459659576416
n800,552_800_4.csv,800,10.882244110107422,0.0137562751770019
n800,792_800_4.csv,800,4.46549916267395,0.0625929832458496
n800,358_800_4.csv,800,2.7097601890563965,0.0067498683929443
n800,870_800_4.csv,800,16.12831997871399,0.0051579475402832
n800,101_800_4.csv,800,6.209105968475342,0.0083236694335937
n800,748_800_4.csv,800,14.427273988723757,0.004288911819458
n800,707_800_4.csv,800,3.1577930450439453,0.0098879337310791
n800,260_800_4.csv,800,11.757482051849363,0.0311369895935058
n800,621_800_4.csv,800,11.437767028808594,0.0102040767669677
n800,709_800_4.csv,800,10.414083003997805,0.010380744934082
n800,553_800_4.csv,800,10.58823585510254,0.0055837631225585
n800,335_800_4.csv,800,16.04138207435608,0.0160410404205322
n800,43_800_4.csv,800,4.47396993637085,0.016315221786499
n800,332_800_4.csv,800,8.33067274093628,0.0193128585815429
