index,paramerter,true,pred,likelihood_lifespan,n
45,1,26.6495361328125,26.181838989257812,26.153759222882307,5000
45,2,68.93347930908203,65.76689910888672,66.86430402166786,5000
45,3,82.80709075927734,88.30419158935547,87.80361407729896,5000
46,1,89.62308502197266,88.73609161376953,98.26404918090462,5000
46,2,47.84638595581055,42.59695053100586,40.82628856677185,5000
46,3,64.2146224975586,63.52511978149414,63.04689440038465,5000
47,1,57.56483840942383,58.20848846435547,58.27879002191739,5000
47,2,82.8009033203125,80.46067810058594,80.1563671381549,5000
47,3,16.353515625,15.209771156311035,15.561297272893603,5000
48,1,71.99322509765625,59.67825698852539,57.15710151981597,5000
48,2,10.316426277160645,8.073326110839844,10.516401961877538,5000
48,3,73.8180160522461,73.95841979980469,71.55808284777527,5000
49,1,28.14104461669922,26.058334350585938,27.441251518879888,5000
49,2,35.35513687133789,33.96504592895508,34.571861518624736,5000
49,3,4.49708890914917,4.333155632019043,5.009543033345958,5000
50,1,95.46001434326172,90.35800170898438,93.70615639153971,5000
50,2,23.09710121154785,24.53585433959961,24.016973662006258,5000
50,3,73.70453643798828,78.20667266845703,76.50098093297231,5000
51,1,70.77276611328125,71.90117645263672,72.06139318834707,5000
51,2,36.139739990234375,37.27264404296875,36.552596200617295,5000
51,3,93.0484619140625,94.05928039550781,96.01563773220985,5000
52,1,43.47471618652344,38.76606750488281,39.4236897935174,5000
52,2,7.864729404449463,7.075733661651611,8.206239377072315,5000
52,3,46.25218200683594,46.53975296020508,44.58406956554622,5000
53,1,37.79957580566406,35.314788818359375,36.45157717186484,5000
53,2,34.849029541015625,34.49766540527344,33.52514083496446,5000
53,3,57.233123779296875,58.22703552246094,57.24929782864916,5000
54,1,55.10796356201172,57.92436218261719,58.00589541010387,5000
54,2,31.334800720214844,31.604835510253906,31.441960989274854,5000
54,3,26.697223663330078,25.603618621826172,25.60280066949152,5000
55,1,79.33379364013672,77.85205841064453,78.45132649371965,5000
55,2,59.764076232910156,63.39458465576172,62.434832713355945,5000
55,3,43.37213134765625,39.03326416015625,41.1192057953727,5000
56,1,56.82774353027344,56.06336975097656,56.071787043365546,5000
56,2,22.072715759277344,22.125530242919922,21.304046105728077,5000
56,3,49.13460159301758,50.890785217285156,50.17182053808589,5000
57,1,98.43730926513672,93.2210693359375,97.75750656775645,5000
57,2,19.032302856445312,20.512548446655273,19.142998571728373,5000
57,3,84.34121704101562,90.19793701171875,89.90686192439537,5000
58,1,47.5451545715332,47.25585174560547,47.26542129487813,5000
58,2,78.00545501708984,75.16120147705078,75.23712618926403,5000
58,3,49.06630325317383,50.604373931884766,50.55061640598155,5000
59,1,23.24970245361328,23.761934280395508,23.34889812485032,5000
59,2,84.71406555175781,86.09101104736328,86.91441231490876,5000
59,3,44.13726806640625,41.90971755981445,41.61004174075393,5000
60,1,39.7175407409668,38.098567962646484,39.009124554581554,5000
60,2,37.84024429321289,37.285396575927734,37.560473780617016,5000
60,3,42.93024826049805,45.939857482910156,44.55021978577439,5000
61,1,87.291259765625,88.52671813964844,88.94804716635615,5000
61,2,9.862308502197266,10.660648345947266,8.964339219240895,5000
61,3,35.18181610107422,36.29648971557617,35.57553457640935,5000
62,1,2.7679665088653564,5.954560279846191,2.910943285690387,5000
62,2,5.949134349822998,7.248815059661865,5.864132285367154,5000
62,3,3.2765870094299316,4.705075740814209,3.360911382212194,5000
63,1,27.060895919799805,25.407176971435547,26.666460394907073,5000
63,2,19.225370407104492,19.134197235107422,19.033703957859867,5000
63,3,69.08952331542969,72.31262969970703,71.03523176837206,5000
64,1,80.47352600097656,79.06136322021484,78.90770465086727,5000
64,2,59.222251892089844,60.8718376159668,60.260647737356,5000
64,3,11.619139671325684,9.942422866821289,10.74377416219616,5000
65,1,99.02368927001953,96.47666931152344,102.58649045970178,5000
65,2,25.8547306060791,25.9454288482666,25.853642418445762,5000
65,3,6.09325647354126,6.977057456970215,6.25439755682844,5000
66,1,85.23727416992188,77.1479721069336,76.29753189895192,5000
66,2,66.27409362792969,67.7936782836914,66.84255268653281,5000
66,3,23.873783111572266,23.41303825378418,24.05646884965931,5000
67,1,72.43154907226562,66.7337875366211,67.94709507378768,5000
67,2,38.555572509765625,38.83603286743164,37.40278919508516,5000
67,3,55.196590423583984,57.197105407714844,55.57600996519335,5000
68,1,97.54210662841797,94.2251205444336,99.34706266404298,5000
68,2,70.78980255126953,71.00495147705078,70.19828303103228,5000
68,3,82.81484985351562,82.68994140625,80.1053398266336,5000
69,1,25.67530632019043,27.014190673828125,26.599115738602684,5000
69,2,44.12042236328125,43.20540237426758,44.68439357437632,5000
69,3,93.44536590576172,94.24125671386719,95.42839123144236,5000
70,1,77.04779052734375,71.3534164428711,71.87838731017035,5000
70,2,62.74589920043945,64.95575714111328,64.32440614006254,5000
70,3,76.00093078613281,74.02058410644531,73.97317535943623,5000
71,1,27.89398765563965,27.653705596923828,28.496203285019348,5000
71,2,6.272592067718506,5.753452301025391,6.631116690983081,5000
71,3,31.04218864440918,30.216087341308594,29.076098442789824,5000
72,1,24.263320922851562,24.075223922729492,24.507452091507208,5000
72,2,20.26022720336914,20.260953903198242,20.10969563964496,5000
72,3,61.959415435791016,58.643898010253906,59.09122852261113,5000
